CO(GT),PT08.S5(O3),NO2(GT),PT08.S4(NO2),C6H6(GT)
4.6,1251.0,207.0,1570.0,16.8
1.2,805.0,114.0,1172.0,4.8
1.1,736.0,84.0,1153.0,4.0
1.2,774.0,92.0,1180.0,4.5
1.6,826.0,111.0,1209.0,5.4
0.7,636.0,71.0,1120.0,2.4
0.4,516.0,-200.0,1054.0,1.2
-200.0,531.0,43.0,1079.0,1.6
0.6,558.0,50.0,1085.0,1.7
0.5,565.0,53.0,1087.0,1.7
0.6,604.0,67.0,1108.0,2.3
1.4,794.0,113.0,1257.0,5.7
2.0,907.0,140.0,1314.0,7.9
1.6,838.0,116.0,1257.0,6.4
1.6,884.0,122.0,1277.0,6.9
1.7,866.0,116.0,1297.0,6.7
2.0,909.0,118.0,1366.0,8.7
2.3,990.0,125.0,1418.0,9.9
2.4,1050.0,126.0,1480.0,11.4
2.2,1023.0,135.0,1405.0,9.8
2.6,1103.0,140.0,1496.0,12.9
4.0,1239.0,163.0,1597.0,16.6
5.2,1384.0,178.0,1735.0,20.8
3.9,1289.0,160.0,1677.0,18.8
3.8,1180.0,166.0,1467.0,12.6
1.6,855.0,115.0,1243.0,5.9
1.5,857.0,107.0,1252.0,6.1
1.6,811.0,108.0,1212.0,5.0
1.5,794.0,111.0,1203.0,4.9
1.0,612.0,75.0,1133.0,2.7
0.8,590.0,-200.0,1137.0,2.7
1.3,807.0,88.0,1239.0,5.0
1.0,702.0,71.0,1173.0,3.7
1.0,753.0,75.0,1185.0,3.8
0.9,709.0,86.0,1154.0,3.3
2.1,1087.0,124.0,1365.0,9.7
2.1,1126.0,128.0,1409.0,10.7
3.1,1386.0,164.0,1568.0,14.7
3.8,1476.0,199.0,1627.0,17.6
3.7,1424.0,192.0,1617.0,17.5
3.6,1310.0,166.0,1503.0,14.1
3.3,1114.0,133.0,1476.0,12.1
2.1,1029.0,118.0,1374.0,9.2
2.3,1101.0,133.0,1434.0,10.6
2.1,1040.0,128.0,1371.0,9.0
1.9,856.0,116.0,1308.0,7.5
1.9,836.0,118.0,1275.0,8.0
2.3,894.0,142.0,1305.0,9.1
1.7,696.0,113.0,1157.0,4.7
0.8,524.0,59.0,1036.0,1.8
0.8,506.0,52.0,1026.0,2.1
0.8,453.0,57.0,997.0,1.8
0.8,434.0,58.0,984.0,1.8
0.6,373.0,44.0,914.0,1.0
0.4,330.0,-200.0,885.0,0.8
0.3,305.0,26.0,863.0,0.7
0.3,286.0,20.0,853.0,0.4
0.2,268.0,17.0,814.0,0.2
0.2,261.0,21.0,798.0,0.2
0.3,274.0,29.0,779.0,0.3
0.3,291.0,39.0,790.0,0.4
0.4,304.0,41.0,791.0,0.5
0.4,301.0,44.0,786.0,0.6
0.6,329.0,54.0,820.0,1.1
0.6,350.0,62.0,827.0,1.2
0.6,380.0,62.0,829.0,1.4
0.5,356.0,48.0,837.0,1.1
0.6,383.0,59.0,876.0,1.3
0.7,429.0,63.0,959.0,1.8
1.4,556.0,78.0,1051.0,4.7
1.2,537.0,99.0,978.0,3.0
1.1,554.0,106.0,964.0,3.0
1.0,518.0,97.0,915.0,2.8
0.6,416.0,67.0,840.0,1.6
0.8,433.0,73.0,865.0,2.3
0.6,393.0,62.0,814.0,1.3
0.5,353.0,44.0,811.0,1.1
0.3,314.0,31.0,800.0,0.6
0.2,296.0,-200.0,803.0,0.4
-200.0,297.0,21.0,817.0,0.4
0.3,302.0,22.0,805.0,0.4
0.4,348.0,41.0,821.0,0.8
0.7,508.0,94.0,885.0,2.0
2.0,936.0,167.0,1130.0,8.7
2.4,944.0,162.0,1115.0,8.6
1.8,843.0,141.0,1053.0,6.8
1.6,820.0,127.0,1072.0,6.2
1.7,793.0,116.0,1074.0,6.4
1.8,737.0,104.0,1077.0,6.7
1.7,718.0,111.0,1043.0,6.2
1.7,743.0,114.0,1032.0,6.7
1.7,848.0,121.0,1077.0,7.8
2.6,991.0,164.0,1098.0,11.5
4.0,1191.0,194.0,1263.0,16.7
3.8,1169.0,175.0,1305.0,16.6
4.0,1167.0,180.0,1291.0,16.3
2.4,966.0,147.0,1083.0,8.6
1.4,796.0,112.0,1003.0,5.4
1.3,712.0,94.0,990.0,4.0
1.3,701.0,91.0,986.0,3.9
1.0,591.0,76.0,957.0,2.8
0.8,609.0,73.0,937.0,2.2
0.6,467.0,-200.0,880.0,0.9
0.4,391.0,32.0,866.0,0.7
0.5,395.0,40.0,869.0,0.7
0.5,510.0,63.0,890.0,1.2
0.9,779.0,119.0,981.0,3.3
3.5,1395.0,202.0,1405.0,16.6
5.2,1706.0,222.0,1694.0,26.3
4.3,1479.0,212.0,1327.0,16.4
3.5,1403.0,219.0,1325.0,15.5
2.6,1072.0,189.0,1117.0,10.7
2.5,929.0,147.0,1077.0,11.1
2.8,1024.0,161.0,1149.0,11.7
2.2,1010.0,148.0,1138.0,10.9
2.4,1046.0,148.0,1160.0,11.4
3.5,1264.0,188.0,1297.0,16.3
4.2,1365.0,206.0,1370.0,18.5
3.1,1281.0,168.0,1283.0,14.5
3.2,1463.0,171.0,1363.0,15.8
2.8,1388.0,171.0,1295.0,13.2
2.2,1195.0,142.0,1109.0,7.8
1.8,1111.0,134.0,1071.0,6.1
1.7,992.0,107.0,1029.0,5.0
1.6,1019.0,121.0,1051.0,5.3
1.1,828.0,85.0,962.0,2.9
0.8,752.0,-200.0,930.0,1.9
0.7,699.0,68.0,910.0,1.2
0.8,719.0,69.0,917.0,1.6
0.9,761.0,81.0,929.0,2.0
1.2,830.0,92.0,1002.0,4.0
3.3,1318.0,200.0,1386.0,15.4
3.8,1482.0,201.0,1434.0,19.0
3.2,1474.0,213.0,1280.0,14.6
-200.0,1632.0,-200.0,1323.0,16.0
3.2,1592.0,187.0,1296.0,14.4
4.2,1679.0,205.0,1446.0,19.0
4.3,1670.0,212.0,1471.0,20.3
4.0,1650.0,198.0,1442.0,19.5
4.1,1692.0,171.0,1513.0,21.0
7.8,2155.0,272.0,1946.0,35.9
10.2,2452.0,192.0,2235.0,47.7
6.6,2032.0,288.0,1796.0,30.1
4.3,1751.0,254.0,1557.0,22.0
4.9,1675.0,267.0,1531.0,19.0
2.6,1312.0,198.0,1188.0,9.2
2.3,1179.0,145.0,1131.0,7.1
2.7,1197.0,167.0,1173.0,8.2
2.2,995.0,127.0,1068.0,5.1
2.0,971.0,119.0,1106.0,5.6
1.3,876.0,-200.0,1050.0,3.5
1.2,844.0,84.0,1045.0,3.8
1.1,813.0,89.0,1035.0,3.6
1.4,1005.0,122.0,1127.0,6.6
2.1,1170.0,162.0,1224.0,9.9
4.5,1533.0,225.0,1584.0,21.5
5.6,1783.0,249.0,1749.0,27.8
5.6,1818.0,282.0,1560.0,22.9
4.7,1826.0,278.0,1471.0,20.2
4.2,1839.0,251.0,1506.0,19.7
3.6,1428.0,208.0,1455.0,13.8
3.2,1353.0,187.0,1483.0,15.3
3.1,1491.0,182.0,1539.0,15.9
3.8,1517.0,212.0,1597.0,17.4
3.9,1413.0,174.0,1610.0,17.6
4.6,1429.0,220.0,1709.0,20.4
4.9,1503.0,214.0,1722.0,22.6
5.4,1636.0,212.0,1852.0,25.1
4.3,1687.0,191.0,1604.0,17.2
3.1,1405.0,160.0,1441.0,11.7
2.5,1199.0,130.0,1355.0,9.2
2.4,1090.0,133.0,1298.0,7.7
1.9,898.0,110.0,1242.0,5.6
1.3,663.0,65.0,1173.0,3.3
1.2,611.0,-200.0,1143.0,2.3
1.1,625.0,41.0,1152.0,2.1
0.9,606.0,36.0,1095.0,1.3
1.0,515.0,45.0,1078.0,1.6
1.6,826.0,98.0,1248.0,5.3
4.8,1542.0,194.0,1775.0,20.5
5.9,1626.0,191.0,1808.0,22.7
5.6,1538.0,193.0,1593.0,16.7
3.5,1441.0,231.0,1512.0,13.8
2.8,1217.0,202.0,1470.0,11.8
3.6,1320.0,188.0,1582.0,15.2
4.8,1368.0,184.0,1659.0,17.9
5.0,1199.0,222.0,1547.0,14.8
5.6,1375.0,221.0,1650.0,18.3
7.5,1682.0,193.0,1851.0,24.4
7.2,1761.0,187.0,1907.0,25.0
8.3,1883.0,188.0,2040.0,29.8
8.6,1855.0,185.0,1901.0,27.9
4.3,1078.0,146.0,960.0,6.5
2.6,620.0,120.0,709.0,3.6
2.6,645.0,110.0,739.0,4.0
2.7,627.0,121.0,702.0,3.6
2.7,645.0,126.0,717.0,4.0
2.6,641.0,117.0,734.0,3.5
2.4,591.0,-200.0,718.0,2.4
-200.0,594.0,94.0,738.0,2.3
0.6,500.0,70.0,697.0,1.5
0.7,628.0,96.0,773.0,2.8
1.2,1040.0,136.0,954.0,6.0
2.0,1159.0,177.0,1122.0,11.1
2.8,1330.0,214.0,1237.0,15.3
2.9,1402.0,243.0,1216.0,17.1
2.2,1104.0,192.0,956.0,10.3
1.6,855.0,149.0,831.0,8.5
1.5,862.0,141.0,941.0,10.4
1.9,973.0,137.0,937.0,10.9
1.5,936.0,138.0,942.0,10.6
1.8,1009.0,149.0,931.0,11.1
3.4,1475.0,196.0,1302.0,21.1
4.6,1765.0,239.0,1380.0,22.3
1.6,1329.0,164.0,1057.0,10.6
1.2,1262.0,149.0,1018.0,8.4
1.2,1230.0,159.0,999.0,7.6
0.9,1229.0,149.0,991.0,7.1
0.7,1196.0,133.0,997.0,7.2
2.5,1433.0,216.0,1193.0,13.9
1.5,1249.0,196.0,1059.0,9.7
0.5,983.0,120.0,919.0,4.9
0.3,965.0,-200.0,944.0,5.1
0.5,932.0,101.0,965.0,5.6
0.1,770.0,75.0,862.0,2.8
0.2,788.0,73.0,878.0,2.7
-200.0,819.0,84.0,907.0,3.6
0.2,879.0,116.0,938.0,4.9
0.5,924.0,132.0,951.0,5.6
0.4,964.0,125.0,970.0,6.4
0.8,1055.0,148.0,996.0,6.8
1.5,1383.0,186.0,1104.0,10.1
1.9,1367.0,193.0,1101.0,11.2
1.1,1120.0,174.0,986.0,8.7
0.3,775.0,106.0,859.0,5.0
0.9,1150.0,127.0,981.0,8.2
2.1,1528.0,172.0,1134.0,12.7
2.4,1655.0,179.0,1103.0,10.9
1.6,1393.0,150.0,971.0,7.4
1.1,1338.0,147.0,967.0,6.3
1.3,1403.0,163.0,1006.0,7.7
0.8,1327.0,145.0,1010.0,7.2
1.0,1346.0,186.0,1008.0,7.0
0.3,1132.0,116.0,930.0,5.0
1.0,1209.0,145.0,1038.0,8.2
0.4,1044.0,122.0,942.0,5.0
0.1,936.0,-200.0,895.0,3.5
-200.0,840.0,68.0,876.0,2.0
-200.0,847.0,80.0,874.0,2.3
0.1,959.0,108.0,953.0,4.2
0.4,1133.0,149.0,1030.0,6.8
2.4,1511.0,232.0,1297.0,16.2
3.1,2346.0,215.0,1567.0,50.7
3.1,2311.0,218.0,1629.0,63.7
2.7,1798.0,239.0,1383.0,25.4
2.3,1750.0,224.0,1355.0,20.1
3.0,1863.0,235.0,1458.0,23.5
3.6,1883.0,237.0,1539.0,25.2
3.1,1851.0,239.0,1456.0,21.8
3.5,1919.0,235.0,1484.0,22.8
4.0,2078.0,199.0,1577.0,25.4
6.3,2434.0,240.0,1917.0,38.3
6.9,2515.0,245.0,1881.0,37.6
6.5,2522.0,239.0,1778.0,33.9
3.3,2334.0,191.0,1455.0,22.4
2.4,2199.0,164.0,1347.0,16.9
1.7,1861.0,130.0,1331.0,13.9
1.3,1751.0,121.0,1277.0,11.6
1.1,1652.0,118.0,1264.0,10.8
0.8,1455.0,113.0,1216.0,8.8
0.3,1158.0,-200.0,1158.0,6.0
-200.0,1126.0,94.0,1165.0,6.1
1.3,1126.0,92.0,1177.0,6.4
1.4,1158.0,98.0,1225.0,7.7
2.1,1237.0,111.0,1332.0,10.0
4.5,1696.0,139.0,1830.0,24.0
5.7,1800.0,160.0,1854.0,27.6
6.6,1967.0,183.0,1960.0,31.5
5.0,1862.0,185.0,1749.0,24.1
5.3,2003.0,198.0,1831.0,26.5
5.4,2041.0,201.0,1865.0,27.1
7.3,2202.0,233.0,2041.0,33.2
5.1,1966.0,202.0,1839.0,25.5
5.3,2030.0,186.0,1893.0,27.1
7.3,2201.0,215.0,2119.0,35.4
10.2,2386.0,227.0,2536.0,49.5
11.9,2342.0,220.0,2562.0,50.6
11.5,2237.0,190.0,2477.0,49.4
8.3,2025.0,178.0,1949.0,31.7
4.7,1853.0,147.0,1649.0,21.8
4.0,1817.0,138.0,1580.0,19.8
3.9,1704.0,135.0,1571.0,18.6
2.8,1463.0,123.0,1420.0,13.4
2.3,1299.0,106.0,1327.0,10.1
1.8,1205.0,-200.0,1281.0,8.4
1.4,1019.0,81.0,1195.0,5.4
1.0,867.0,66.0,1138.0,3.4
1.0,911.0,64.0,1152.0,4.1
1.8,1106.0,86.0,1315.0,8.7
3.8,1479.0,114.0,1644.0,18.7
4.2,1568.0,115.0,1727.0,21.0
3.6,1530.0,110.0,1605.0,17.7
3.3,1582.0,116.0,1520.0,15.1
2.0,1235.0,162.0,1293.0,8.8
2.0,1195.0,104.0,1332.0,9.7
2.9,1471.0,129.0,1506.0,14.4
2.7,1582.0,146.0,1498.0,14.7
3.4,1671.0,160.0,1582.0,17.4
4.5,1711.0,169.0,1719.0,22.3
6.1,1852.0,167.0,1916.0,30.3
6.8,1902.0,166.0,1957.0,33.3
8.4,1961.0,181.0,2066.0,36.0
5.3,1689.0,144.0,1698.0,23.9
4.5,1580.0,141.0,1530.0,19.0
4.1,1428.0,123.0,1448.0,16.8
4.0,1434.0,121.0,1464.0,17.5
4.0,1389.0,114.0,1437.0,17.4
3.0,1130.0,93.0,1262.0,11.3
2.1,983.0,-200.0,1166.0,8.7
2.2,1025.0,89.0,1162.0,9.4
2.2,1050.0,94.0,1154.0,9.4
2.0,1038.0,93.0,1147.0,9.1
2.2,1080.0,100.0,1204.0,10.7
4.0,1411.0,127.0,1555.0,21.3
4.8,1549.0,137.0,1576.0,22.9
4.6,1659.0,190.0,1531.0,20.1
2.8,1434.0,171.0,1257.0,11.8
2.1,1310.0,127.0,1251.0,10.6
2.0,1227.0,109.0,1263.0,11.4
2.5,1261.0,126.0,1256.0,12.8
2.5,1261.0,136.0,1311.0,13.4
2.8,1345.0,156.0,1302.0,14.2
4.0,1608.0,187.0,1537.0,21.8
4.5,1653.0,173.0,1547.0,21.4
3.1,1442.0,137.0,1368.0,15.4
2.6,1421.0,122.0,1352.0,14.5
2.6,1329.0,129.0,1287.0,11.4
2.0,1212.0,110.0,1160.0,7.8
1.8,1179.0,102.0,1180.0,7.6
2.5,1231.0,114.0,1232.0,9.5
2.3,1214.0,117.0,1245.0,9.7
2.1,1134.0,98.0,1215.0,8.1
1.5,992.0,-200.0,1155.0,5.9
-200.0,989.0,79.0,1202.0,6.6
1.2,897.0,77.0,1153.0,4.8
1.0,885.0,75.0,1155.0,4.6
1.7,1059.0,95.0,1289.0,8.4
4.3,1567.0,137.0,1767.0,23.1
5.8,1727.0,149.0,1857.0,26.6
5.6,2021.0,197.0,1770.0,26.1
4.0,1795.0,183.0,1508.0,16.4
4.0,1852.0,179.0,1586.0,18.9
4.9,1943.0,196.0,1712.0,22.7
5.6,2058.0,208.0,1845.0,27.2
5.1,1972.0,203.0,1757.0,24.1
6.2,2098.0,213.0,1904.0,29.1
7.7,2244.0,233.0,2077.0,36.0
10.1,2465.0,255.0,2338.0,45.2
6.4,2096.0,170.0,1983.0,30.7
7.7,2190.0,167.0,2204.0,37.7
8.1,2234.0,205.0,1971.0,31.6
4.7,2048.0,170.0,1602.0,19.9
4.3,2044.0,154.0,1568.0,18.6
4.1,1881.0,143.0,1530.0,16.9
4.2,1774.0,140.0,1583.0,18.0
3.8,1615.0,122.0,1482.0,14.9
2.7,1473.0,-200.0,1362.0,10.2
2.4,1380.0,103.0,1323.0,9.1
2.0,1251.0,97.0,1272.0,7.3
1.7,1173.0,99.0,1295.0,7.6
2.1,1217.0,110.0,1349.0,9.2
2.5,1193.0,110.0,1418.0,11.1
3.8,1358.0,121.0,1644.0,16.3
3.9,1481.0,122.0,1672.0,17.8
4.2,1532.0,136.0,1639.0,16.7
4.0,1675.0,170.0,1646.0,17.6
4.4,1709.0,156.0,1711.0,19.4
4.7,1743.0,158.0,1753.0,20.1
4.6,1774.0,174.0,1703.0,19.4
4.8,1804.0,187.0,1727.0,20.5
4.5,1555.0,147.0,1695.0,18.7
5.6,1621.0,136.0,1871.0,24.5
4.9,1614.0,134.0,1755.0,21.3
5.3,1637.0,126.0,1821.0,23.5
4.6,1485.0,130.0,1547.0,15.5
2.4,1280.0,98.0,1359.0,9.9
2.7,1236.0,89.0,1358.0,10.1
2.5,1204.0,88.0,1343.0,10.3
2.3,1069.0,86.0,1260.0,7.6
-200.0,957.0,-200.0,1214.0,6.1
1.3,828.0,70.0,1148.0,4.2
1.0,748.0,55.0,1121.0,3.1
0.9,663.0,45.0,1047.0,1.6
0.7,644.0,44.0,1045.0,1.7
0.8,662.0,50.0,1025.0,1.5
1.0,736.0,74.0,1073.0,2.6
1.1,761.0,81.0,1070.0,2.8
0.8,696.0,65.0,1039.0,1.9
1.4,871.0,76.0,1194.0,5.2
2.2,1004.0,110.0,1216.0,6.5
2.7,1133.0,124.0,1313.0,9.4
2.3,1140.0,120.0,1274.0,8.2
1.9,999.0,99.0,1242.0,6.9
2.7,1124.0,117.0,1273.0,8.6
3.2,1193.0,132.0,1283.0,8.6
3.2,1258.0,113.0,1335.0,10.1
3.5,1356.0,117.0,1418.0,12.6
4.5,1468.0,127.0,1543.0,16.5
4.1,1390.0,132.0,1438.0,13.0
3.3,1348.0,121.0,1407.0,12.1
3.1,1355.0,122.0,1378.0,11.4
3.0,1315.0,113.0,1350.0,10.3
2.3,1183.0,99.0,1280.0,8.0
2.3,1117.0,86.0,1289.0,8.1
1.7,1001.0,-200.0,1182.0,4.9
1.5,925.0,66.0,1143.0,4.2
1.3,940.0,67.0,1162.0,4.9
1.4,956.0,78.0,1185.0,5.7
2.0,1064.0,90.0,1315.0,9.8
4.2,1515.0,120.0,1657.0,20.6
5.9,1803.0,139.0,1961.0,29.5
6.3,1927.0,172.0,1916.0,28.3
6.6,2197.0,232.0,1988.0,30.5
5.0,2038.0,168.0,1734.0,23.0
2.5,1339.0,120.0,1363.0,11.1
2.6,1328.0,121.0,1404.0,12.8
1.9,1227.0,117.0,1391.0,10.8
2.3,1199.0,121.0,1416.0,11.4
1.9,1046.0,107.0,1299.0,8.1
2.3,1132.0,115.0,1375.0,10.0
1.8,986.0,94.0,1320.0,7.3
1.9,991.0,98.0,1310.0,7.3
1.4,847.0,87.0,1210.0,4.6
1.2,783.0,78.0,1182.0,4.0
1.0,752.0,69.0,1202.0,3.9
1.2,737.0,67.0,1200.0,3.6
1.4,796.0,81.0,1302.0,5.1
1.2,765.0,75.0,1288.0,4.5
0.8,636.0,-200.0,1181.0,2.0
0.6,539.0,42.0,1149.0,1.2
0.6,483.0,38.0,1109.0,1.4
0.7,537.0,64.0,1111.0,1.9
1.1,707.0,86.0,1192.0,3.6
2.5,1070.0,127.0,1453.0,11.0
3.6,1248.0,122.0,1649.0,17.5
3.6,1261.0,141.0,1588.0,15.9
3.3,1209.0,139.0,1500.0,13.4
2.0,1039.0,105.0,1301.0,8.8
1.9,977.0,103.0,1311.0,9.4
2.2,976.0,108.0,1321.0,9.7
2.2,995.0,109.0,1311.0,10.1
3.8,1350.0,149.0,1694.0,20.2
3.5,1215.0,143.0,1476.0,14.2
5.2,1461.0,159.0,1698.0,22.8
6.3,1598.0,178.0,1843.0,28.0
6.8,1669.0,168.0,1939.0,30.3
4.1,1223.0,160.0,1394.0,12.4
2.3,939.0,117.0,1277.0,8.0
1.9,902.0,113.0,1210.0,6.5
2.2,933.0,113.0,1251.0,7.5
1.3,766.0,94.0,1106.0,3.8
1.2,749.0,76.0,1127.0,3.8
0.9,709.0,-200.0,1100.0,3.0
-200.0,746.0,68.0,1083.0,2.8
0.6,757.0,63.0,1064.0,2.5
0.9,792.0,74.0,1098.0,3.3
1.4,921.0,96.0,1248.0,7.0
3.4,1318.0,121.0,1638.0,18.1
5.0,1547.0,145.0,1799.0,24.6
4.7,1516.0,158.0,1648.0,19.7
3.2,1340.0,143.0,1410.0,13.0
3.5,1556.0,182.0,1533.0,17.1
4.0,1582.0,163.0,1623.0,19.3
5.7,1791.0,178.0,1898.0,28.4
5.0,1631.0,162.0,1751.0,22.9
5.6,1679.0,171.0,1834.0,25.7
6.2,1681.0,174.0,1887.0,26.8
7.5,1718.0,185.0,1972.0,29.2
3.0,1193.0,126.0,1419.0,11.9
2.6,1044.0,113.0,1390.0,10.1
2.1,925.0,111.0,1280.0,7.2
1.8,889.0,107.0,1293.0,7.1
2.0,929.0,107.0,1313.0,7.5
2.2,958.0,102.0,1330.0,8.1
1.9,844.0,96.0,1238.0,5.5
1.6,830.0,86.0,1254.0,5.7
1.1,785.0,-200.0,1198.0,3.8
0.9,743.0,70.0,1163.0,2.9
0.7,711.0,59.0,1150.0,2.4
0.9,819.0,74.0,1195.0,4.0
1.4,981.0,89.0,1329.0,7.2
4.2,1480.0,131.0,1787.0,21.6
5.0,1691.0,139.0,1972.0,27.9
4.4,1548.0,145.0,1655.0,19.2
3.4,1523.0,137.0,1559.0,16.4
2.8,1406.0,128.0,1531.0,14.8
3.4,1476.0,128.0,1579.0,16.8
2.9,1481.0,123.0,1600.0,16.9
3.9,1534.0,136.0,1735.0,19.0
4.0,1592.0,137.0,1753.0,19.8
4.9,1688.0,151.0,1881.0,24.8
7.7,1940.0,171.0,2260.0,37.6
9.4,2069.0,171.0,2405.0,43.9
7.8,1943.0,161.0,2196.0,36.6
6.6,1846.0,154.0,2049.0,30.8
4.7,1611.0,127.0,1783.0,22.0
4.8,1487.0,115.0,1760.0,20.9
3.2,1208.0,102.0,1515.0,13.1
2.6,1043.0,100.0,1433.0,9.3
2.1,979.0,86.0,1452.0,9.4
1.3,806.0,-200.0,1289.0,4.7
1.1,768.0,80.0,1249.0,3.8
0.7,720.0,74.0,1215.0,2.5
0.9,785.0,82.0,1267.0,4.0
1.5,903.0,96.0,1378.0,7.0
3.8,1389.0,124.0,1839.0,21.1
6.0,1649.0,142.0,2081.0,29.0
5.1,1621.0,154.0,1834.0,23.0
3.6,1362.0,144.0,1544.0,13.0
3.0,1624.0,144.0,1599.0,14.9
3.1,1605.0,139.0,1636.0,15.7
3.3,1608.0,138.0,1716.0,18.1
3.4,1522.0,134.0,1664.0,15.5
4.6,1708.0,150.0,1893.0,23.8
6.9,1885.0,173.0,2177.0,32.6
5.1,1657.0,134.0,1883.0,24.0
4.9,1645.0,128.0,1832.0,23.6
6.1,1729.0,132.0,2111.0,30.7
6.2,1556.0,134.0,1804.0,20.9
3.0,1317.0,107.0,1504.0,12.7
3.4,1290.0,101.0,1528.0,14.0
3.5,1287.0,94.0,1520.0,13.7
3.2,1235.0,99.0,1462.0,12.8
2.9,1144.0,90.0,1408.0,11.0
2.1,1004.0,-200.0,1305.0,8.2
-200.0,944.0,71.0,1246.0,6.4
1.7,972.0,71.0,1266.0,6.8
1.7,968.0,66.0,1305.0,7.4
1.3,954.0,70.0,1266.0,6.2
2.8,1201.0,90.0,1539.0,13.7
2.5,1017.0,102.0,1395.0,9.6
2.7,1039.0,102.0,1431.0,10.4
1.5,911.0,94.0,1263.0,6.5
2.6,1059.0,122.0,1422.0,10.6
3.1,1213.0,124.0,1476.0,11.9
2.5,1003.0,103.0,1346.0,8.4
2.6,1017.0,115.0,1408.0,9.6
2.5,937.0,107.0,1316.0,7.1
2.3,987.0,120.0,1356.0,8.3
3.1,1131.0,120.0,1441.0,10.9
1.9,969.0,108.0,1302.0,6.9
2.5,1062.0,115.0,1456.0,10.6
3.1,1058.0,124.0,1400.0,9.4
2.0,959.0,109.0,1307.0,6.9
1.9,887.0,93.0,1282.0,5.6
2.4,911.0,103.0,1285.0,6.3
2.0,914.0,106.0,1267.0,6.5
1.2,786.0,96.0,1132.0,3.4
1.0,741.0,-200.0,1105.0,3.0
1.0,727.0,81.0,1100.0,2.8
0.8,686.0,70.0,1070.0,2.0
0.6,648.0,60.0,1047.0,1.5
0.7,645.0,63.0,1042.0,1.4
0.8,679.0,68.0,1068.0,1.9
0.9,696.0,68.0,1086.0,2.4
1.0,735.0,66.0,1115.0,3.1
1.3,803.0,72.0,1191.0,4.4
1.7,848.0,81.0,1257.0,5.6
2.4,882.0,89.0,1296.0,6.7
1.7,812.0,85.0,1267.0,5.5
1.8,889.0,86.0,1367.0,7.7
1.5,749.0,83.0,1177.0,3.7
1.1,682.0,77.0,1152.0,2.8
2.4,922.0,93.0,1385.0,8.9
2.0,833.0,103.0,1212.0,4.6
1.5,808.0,90.0,1187.0,4.4
1.7,790.0,93.0,1173.0,4.4
1.0,685.0,72.0,1120.0,2.8
1.0,706.0,73.0,1111.0,3.3
1.0,636.0,64.0,1071.0,2.3
0.9,678.0,66.0,1127.0,3.2
1.1,714.0,71.0,1124.0,3.1
1.1,726.0,-200.0,1157.0,3.0
0.6,646.0,54.0,1130.0,1.7
0.7,685.0,58.0,1157.0,2.3
0.9,750.0,72.0,1219.0,3.8
1.3,878.0,89.0,1314.0,6.1
3.1,1238.0,112.0,1627.0,15.8
4.9,1572.0,131.0,2018.0,26.4
4.7,1488.0,161.0,1662.0,18.5
3.2,1424.0,135.0,1489.0,13.2
2.5,1338.0,119.0,1418.0,12.0
3.8,1559.0,144.0,1682.0,19.9
3.3,1415.0,130.0,1589.0,16.4
2.5,1331.0,109.0,1481.0,13.8
2.7,1315.0,114.0,1541.0,15.6
2.9,1289.0,115.0,1551.0,15.7
3.1,1389.0,123.0,1620.0,18.0
4.0,1351.0,138.0,1613.0,17.9
3.1,1267.0,123.0,1511.0,14.3
2.7,1279.0,112.0,1480.0,12.8
1.7,1071.0,87.0,1264.0,7.3
1.5,994.0,79.0,1233.0,5.8
1.4,956.0,74.0,1206.0,5.1
1.4,936.0,75.0,1220.0,5.5
1.1,826.0,70.0,1138.0,3.5
1.1,839.0,-200.0,1170.0,4.2
-200.0,748.0,64.0,1103.0,2.6
0.6,740.0,63.0,1091.0,2.3
0.8,783.0,67.0,1098.0,2.8
1.0,891.0,71.0,1146.0,4.3
2.8,1197.0,98.0,1431.0,12.6
3.4,1311.0,114.0,1566.0,16.8
3.3,1472.0,130.0,1591.0,17.3
4.1,1694.0,155.0,1638.0,19.8
3.5,1639.0,141.0,1583.0,21.6
3.0,1469.0,118.0,1635.0,18.0
3.6,1415.0,134.0,1545.0,16.0
3.0,1250.0,123.0,1450.0,13.7
2.6,1236.0,117.0,1466.0,14.1
2.6,1212.0,110.0,1484.0,13.9
3.1,1212.0,115.0,1480.0,14.3
3.2,1195.0,116.0,1470.0,13.3
2.4,1200.0,99.0,1381.0,11.6
2.6,1209.0,115.0,1374.0,11.3
2.4,1276.0,104.0,1345.0,11.0
1.8,1132.0,92.0,1262.0,7.7
1.7,1061.0,84.0,1231.0,7.0
1.9,1036.0,81.0,1254.0,7.0
1.4,911.0,77.0,1149.0,4.4
1.5,951.0,-200.0,1203.0,6.1
1.7,1033.0,75.0,1262.0,7.9
1.0,816.0,69.0,1097.0,3.1
0.9,822.0,67.0,1121.0,3.2
1.0,841.0,68.0,1139.0,4.0
1.0,795.0,68.0,1115.0,3.2
1.1,831.0,69.0,1157.0,4.0
1.7,1025.0,81.0,1280.0,7.6
2.3,1178.0,95.0,1365.0,9.8
2.1,1181.0,92.0,1330.0,9.5
2.7,1250.0,113.0,1407.0,11.2
2.3,1039.0,98.0,1279.0,6.9
1.2,899.0,82.0,1180.0,4.6
1.4,1019.0,96.0,1183.0,5.5
1.9,1057.0,107.0,1207.0,6.5
2.6,1229.0,119.0,1324.0,10.3
2.4,1135.0,114.0,1301.0,8.9
3.5,1188.0,127.0,1524.0,14.0
